OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/21/2023 13:43,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/21/2023 13:51,LARCENY-THEFT,DRUG STORE
01/21/2023 14:00,LARCENY-THEFT,APARTMENT
01/21/2023 14:34,LARCENY-THEFT,SPECIALTY STORE
01/21/2023 14:37,LARCENY-THEFT,RETAIL BUSINESS
01/21/2023 14:38,ROBBERY,GROCERY / SUPER MARKET
01/21/2023 14:50,LARCENY-THEFT,SPECIALTY STORE
01/21/2023 14:53,DRUG OFFENSE,BANK / SAVINGS / CREDIT UNION
01/21/2023 15:00,LARCENY-THEFT,PARKING LOT
01/21/2023 15:00,BURGLARY,APARTMENT
01/21/2023 15:10,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/21/2023 15:30,LARCENY-THEFT,AIRPORT
01/21/2023 15:45,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/21/2023 16:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/21/2023 16:00,BURGLARY,SINGLE FAMILY HOUSE
01/21/2023 16:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/21/2023 16:00,LARCENY-THEFT,CONSTRUCTION SITE
01/21/2023 16:05,AGGRAVATED ASSAULT,BUS STOP
01/21/2023 16:15,LARCENY-THEFT,GROCERY / SUPER MARKET
01/21/2023 16:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/21/2023 16:40,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/22/2023 8:45,MOTOR VEHICLE THEFT,APARTMENT
01/22/2023 9:00,BURGLARY,APARTMENT
01/22/2023 9:15,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/22/2023 10:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/22/2023 10:30,LARCENY-THEFT,AIRPORT
01/22/2023 10:30,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/22/2023 11:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/22/2023 11:16,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/22/2023 11:31,LARCENY-THEFT,SPECIALTY STORE
01/22/2023 12:00,LARCENY-THEFT,OTHER
01/22/2023 12:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/22/2023 12:00,BURGLARY,APARTMENT
01/22/2023 12:00,BURGLARY,GARAGE
01/22/2023 12:00,LARCENY-THEFT,SPECIALTY STORE
01/22/2023 12:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/22/2023 12:30,LARCENY-THEFT,PARKING LOT
01/22/2023 12:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/22/2023 12:49,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/22/2023 13:00,MOTOR VEHICLE THEFT,APARTMENT
01/22/2023 13:00,MOTOR VEHICLE THEFT,GOVERNMENT / PUBLIC BUILDING
01/22/2023 13:00,LARCENY-THEFT,PARK / PLAYGROUND
01/22/2023 13:00,LARCENY-THEFT,VEHICLE
01/22/2023 13:10,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/22/2023 13:35,LARCENY-THEFT,PARKING LOT
01/22/2023 13:45,ROBBERY,DRUG STORE
01/22/2023 13:50,LARCENY-THEFT,GROCERY / SUPER MARKET
01/22/2023 13:53,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/22/2023 14:00,LARCENY-THEFT,PARKING LOT
01/22/2023 14:00,LARCENY-THEFT,PARKING LOT
01/22/2023 14:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/22/2023 14:30,BURGLARY,APARTMENT
01/22/2023 14:40,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/22/2023 14:40,LARCENY-THEFT,PARKING LOT
01/23/2023 8:10,LARCENY-THEFT,RETAIL BUSINESS
01/23/2023 8:25,LARCENY-THEFT,
01/23/2023 8:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/23/2023 8:40,LARCENY-THEFT,CONDO / TOWNHOUSE
01/23/2023 8:45,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/23/2023 8:46,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/23/2023 9:00,LARCENY-THEFT,PARKING LOT
01/23/2023 9:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/23/2023 9:00,BURGLARY,SINGLE FAMILY HOUSE
01/23/2023 9:05,BURGLARY,SINGLE FAMILY HOUSE
01/23/2023 9:06,LARCENY-THEFT,DRUG STORE
01/23/2023 9:10,LARCENY-THEFT,STREET / ROADWAY / ALLEY / SIDEWALK
01/23/2023 9:18,LARCENY-THEFT,GAS / SERVICE STATION
01/23/2023 10:00,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/23/2023 10:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/23/2023 10:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/23/2023 10:00,DRUG OFFENSE,SCHOOL-ELEMENTARY/SECONDARY
01/23/2023 10:00,LARCENY-THEFT,PARKING GARAGE
01/23/2023 10:12,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/23/2023 10:15,ROBBERY,PARKING LOT
01/23/2023 10:15,LARCENY-THEFT,SPECIALTY STORE
01/23/2023 11:00,BURGLARY,SINGLE FAMILY HOUSE
01/23/2023 11:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/23/2023 11:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/23/2023 11:16,DRUG OFFENSE,BUS STOP
01/23/2023 11:26,ARSON,
01/23/2023 11:33,LARCENY-THEFT,SPECIALTY STORE
01/23/2023 12:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/23/2023 12:00,LARCENY-THEFT,OTHER
01/23/2023 12:30,AGGRAVATED ASSAULT,FENCED COMMERCIAL YARD
01/23/2023 12:32,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/23/2023 12:33,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/23/2023 12:55,DRUG OFFENSE,APARTMENT
01/23/2023 12:59,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/23/2023 13:00,MOTOR VEHICLE THEFT,GROCERY / SUPER MARKET
01/23/2023 13:36,DRUG OFFENSE,VEHICLE
01/23/2023 13:39,LARCENY-THEFT,DRUG STORE
01/23/2023 14:00,LARCENY-THEFT,TRAIN STATION
01/23/2023 14:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/23/2023 14:00,BURGLARY,SINGLE FAMILY HOUSE
01/23/2023 14:19,LARCENY-THEFT,OTHER
01/23/2023 14:55,ROBBERY,STREET / ROADWAY / SIDEWALK
01/23/2023 15:00,AGGRAVATED ASSAULT,APARTMENT
01/23/2023 15:00,LARCENY-THEFT,PARKING LOT
01/23/2023 15:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/23/2023 15:20,LARCENY-THEFT,RESTAURANT
01/23/2023 15:20,LARCENY-THEFT,RESTAURANT
01/23/2023 15:25,LARCENY-THEFT,DRUG STORE
01/23/2023 15:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/23/2023 15:30,DRUG OFFENSE,APARTMENT
01/23/2023 15:45,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/23/2023 16:00,LARCENY-THEFT,PARKING LOT
01/23/2023 16:00,ROBBERY,CONVENIENCE MARKET / STORE
01/23/2023 16:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/23/2023 16:00,LARCENY-THEFT,DRIVEWAY
01/23/2023 16:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/23/2023 16:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/23/2023 16:22,LARCENY-THEFT,VEHICLE
01/23/2023 16:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/23/2023 16:36,DRUG OFFENSE,PARK AND RIDE
01/23/2023 16:45,ROBBERY,PARKING LOT
01/23/2023 16:49,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/23/2023 16:49,LARCENY-THEFT,PARKING LOT
01/23/2023 16:51,AGGRAVATED ASSAULT,SHOPPING MALL
01/24/2023 8:14,DRUG OFFENSE,RETAIL BUSINESS
01/24/2023 8:25,LARCENY-THEFT,RETAIL BUSINESS
01/24/2023 8:26,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2023 8:29,DRUG OFFENSE,OTHER
01/24/2023 8:30,DRUG OFFENSE,PARKING LOT
01/24/2023 8:51,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2023 8:53,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/24/2023 9:14,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2023 10:00,LARCENY-THEFT,APARTMENT
01/24/2023 10:39,ROBBERY,DEPARTMENT / DISCOUNT STORE
01/24/2023 10:45,LARCENY-THEFT,PARKING LOT
01/24/2023 11:00,LARCENY-THEFT,HOTEL / MOTEL
01/24/2023 11:00,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE
01/24/2023 11:12,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/24/2023 11:25,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/24/2023 11:30,DRUG OFFENSE,SCHOOL-ELEMENTARY/SECONDARY
01/24/2023 11:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/24/2023 11:45,LARCENY-THEFT,VEHICLE
01/24/2023 11:50,AGGRAVATED ASSAULT,SPECIALTY STORE
01/24/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2023 12:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/24/2023 12:00,RAPE,APARTMENT
01/24/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2023 12:00,LARCENY-THEFT,APARTMENT
01/24/2023 12:13,BURGLARY,MOBILE HOME
01/24/2023 12:35,AGGRAVATED ASSAULT,ALLEY
01/24/2023 12:40,MOTOR VEHICLE THEFT,DRIVEWAY
01/24/2023 13:00,LARCENY-THEFT,MOBILE HOME
01/24/2023 13:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/24/2023 13:15,LARCENY-THEFT,GROCERY / SUPER MARKET
01/24/2023 13:30,MOTOR VEHICLE THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/24/2023 13:45,LARCENY-THEFT,OTHER
01/24/2023 13:46,LARCENY-THEFT,GROCERY / SUPER MARKET
01/24/2023 13:50,AGGRAVATED ASSAULT,OFFICE / COMMERCIAL BUILDING
01/24/2023 13:52,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/24/2023 14:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/24/2023 14:12,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/24/2023 14:25,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2023 14:27,LARCENY-THEFT,PARKING LOT
01/24/2023 14:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/24/2023 14:42,DRUG OFFENSE,VEHICLE
01/24/2023 15:00,LARCENY-THEFT,PARK / PLAYGROUND
01/24/2023 15:06,BURGLARY,DEPARTMENT / DISCOUNT STORE
01/24/2023 15:10,ROBBERY,SINGLE FAMILY HOUSE
01/24/2023 15:16,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/24/2023 15:26,LARCENY-THEFT,DRUG STORE
01/24/2023 15:30,LARCENY-THEFT,SPECIALTY STORE
01/24/2023 15:40,LARCENY-THEFT,SPECIALTY STORE
01/24/2023 15:49,DRUG OFFENSE,VEHICLE
01/24/2023 15:50,AGGRAVATED ASSAULT,FAST FOOD STORE
01/24/2023 15:54,LARCENY-THEFT,DRUG STORE
01/24/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/24/2023 16:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2023 16:20,BURGLARY,SINGLE FAMILY HOUSE
01/24/2023 16:23,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2023 16:30,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2023 16:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2023 16:40,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2023 16:49,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2023 16:50,LARCENY-THEFT,RETAIL BUSINESS
01/25/2023 8:49,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/25/2023 8:55,DRUG OFFENSE,RETAIL BUSINESS
01/25/2023 9:00,LARCENY-THEFT,PARK / PLAYGROUND
01/25/2023 9:36,DRUG OFFENSE,PARK / PLAYGROUND
01/25/2023 10:00,LARCENY-THEFT,OTHER
01/25/2023 10:00,MOTOR VEHICLE THEFT,GARAGE
01/25/2023 10:11,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/25/2023 10:30,LARCENY-THEFT,DRUG STORE
01/25/2023 10:45,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/25/2023 11:00,DRUG OFFENSE,HOTEL / MOTEL
01/25/2023 11:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/25/2023 11:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/25/2023 11:00,LARCENY-THEFT,APARTMENT
01/25/2023 11:07,MOTOR VEHICLE THEFT,OPEN SPACE / DESERT
01/25/2023 11:08,LARCENY-THEFT,OTHER
01/25/2023 11:21,AGGRAVATED ASSAULT,GROCERY / SUPER MARKET
01/25/2023 11:30,LARCENY-THEFT,APARTMENT
01/25/2023 11:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/25/2023 11:38,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/25/2023 12:00,LARCENY-THEFT,VEHICLE
01/25/2023 12:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/25/2023 12:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/25/2023 12:17,ROBBERY,STREET / ROADWAY / SIDEWALK
01/25/2023 12:40,DRUG OFFENSE,PARKING LOT
01/25/2023 12:56,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/25/2023 13:04,AGGRAVATED ASSAULT,APARTMENT
01/25/2023 13:15,AGGRAVATED ASSAULT,APARTMENT
01/25/2023 13:20,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/25/2023 13:23,ARSON,ALLEY
01/25/2023 13:27,RAPE,SINGLE FAMILY HOUSE
01/25/2023 13:30,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/25/2023 13:40,DRUG OFFENSE,VEHICLE
01/25/2023 13:43,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/25/2023 14:00,LARCENY-THEFT,DRUG STORE
01/25/2023 14:00,LARCENY-THEFT,PARKING LOT
01/25/2023 14:03,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/25/2023 14:10,LARCENY-THEFT,AIRPORT
01/25/2023 14:15,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/25/2023 14:30,BURGLARY,SINGLE FAMILY HOUSE
01/25/2023 14:40,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/25/2023 14:45,ROBBERY,PARK / PLAYGROUND
01/25/2023 15:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/25/2023 15:14,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/25/2023 15:20,LARCENY-THEFT,SPECIALTY STORE
01/25/2023 15:30,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE
01/25/2023 15:47,BURGLARY,SINGLE FAMILY HOUSE
01/25/2023 16:00,LARCENY-THEFT,PARKING LOT
01/25/2023 16:00,LARCENY-THEFT,GAS / SERVICE STATION
01/25/2023 16:00,LARCENY-THEFT,CONSTRUCTION SITE
01/25/2023 16:00,MOTOR VEHICLE THEFT,PARK / PLAYGROUND
01/25/2023 16:00,LARCENY-THEFT,PARKING GARAGE
01/25/2023 16:17,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/25/2023 16:17,LARCENY-THEFT,DRUG STORE
01/25/2023 16:22,DRUG OFFENSE,VEHICLE
01/25/2023 16:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/25/2023 16:39,LARCENY-THEFT,DRUG STORE
01/25/2023 16:54,LARCENY-THEFT,PARKING LOT
01/25/2023 16:58,DRUG OFFENSE,BUS STOP
01/26/2023 8:30,LARCENY-THEFT,PARKING GARAGE
01/26/2023 8:42,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/26/2023 8:45,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/26/2023 9:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/26/2023 9:18,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/26/2023 9:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/26/2023 9:45,LARCENY-THEFT,DRUG STORE
01/26/2023 10:00,BURGLARY,CONSTRUCTION SITE
01/26/2023 10:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2023 10:10,LARCENY-THEFT,RAIL STATION
01/26/2023 10:13,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/26/2023 10:48,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/26/2023 10:50,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/26/2023 11:27,BURGLARY,APARTMENT
01/26/2023 11:30,LARCENY-THEFT,RESTAURANT
01/26/2023 11:43,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/26/2023 11:45,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/26/2023 12:11,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/26/2023 12:13,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/26/2023 12:20,LARCENY-THEFT,GROCERY / SUPER MARKET
01/26/2023 12:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/26/2023 12:36,LARCENY-THEFT,APARTMENT
01/26/2023 12:55,LARCENY-THEFT,SPECIALTY STORE
01/26/2023 13:00,LARCENY-THEFT,APARTMENT
01/26/2023 13:10,LARCENY-THEFT,DRUG STORE
01/26/2023 13:17,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/26/2023 13:23,LARCENY-THEFT,GROCERY / SUPER MARKET
01/26/2023 13:41,BURGLARY,HOSPITAL
01/26/2023 13:50,LARCENY-THEFT,SPECIALTY STORE
01/26/2023 13:50,LARCENY-THEFT,APARTMENT
01/26/2023 14:00,BURGLARY,RENTAL STORAGE / FACILITY
01/26/2023 14:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/26/2023 14:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/26/2023 14:00,AGGRAVATED ASSAULT,APARTMENT
01/26/2023 14:02,BURGLARY,SINGLE FAMILY HOUSE
01/26/2023 14:20,DRUG OFFENSE,PARKING LOT
01/26/2023 14:38,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/26/2023 14:40,LARCENY-THEFT,APARTMENT
01/26/2023 14:54,ROBBERY,BUS STOP
01/26/2023 15:00,LARCENY-THEFT,AUTO DEALERSHIP NEW/USED
01/26/2023 15:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/26/2023 15:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/26/2023 15:10,LARCENY-THEFT,APARTMENT
01/26/2023 15:10,LARCENY-THEFT,SPECIALTY STORE
01/26/2023 15:20,AGGRAVATED ASSAULT,FAST FOOD STORE
01/26/2023 15:20,LARCENY-THEFT,DRUG STORE
01/26/2023 15:35,ROBBERY,STREET / ROADWAY / SIDEWALK
01/26/2023 15:35,ROBBERY,FAST FOOD STORE
01/26/2023 15:40,DRUG OFFENSE,APARTMENT
01/26/2023 15:50,ROBBERY,FAST FOOD STORE
01/26/2023 15:50,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2023 15:58,LARCENY-THEFT,APARTMENT
01/26/2023 16:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/26/2023 16:00,LARCENY-THEFT,AIRPORT
01/26/2023 16:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/26/2023 16:00,BURGLARY,CONDO / TOWNHOUSE
01/26/2023 16:00,LARCENY-THEFT,PARKING GARAGE
01/26/2023 16:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/26/2023 16:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/26/2023 16:10,LARCENY-THEFT,RETAIL BUSINESS
01/26/2023 16:10,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/26/2023 16:47,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/26/2023 16:55,LARCENY-THEFT,RETAIL BUSINESS
01/27/2023 8:00,LARCENY-THEFT,SCHOOL-COLLEGE/UNIVERSITY
01/27/2023 8:19,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/27/2023 8:30,ARSON,SCHOOL-ELEMENTARY/SECONDARY
01/27/2023 8:40,LARCENY-THEFT,SCHOOL-COLLEGE/UNIVERSITY
01/27/2023 8:40,AGGRAVATED ASSAULT,SPECIALTY STORE
01/27/2023 9:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/27/2023 9:29,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/27/2023 9:29,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/27/2023 9:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/27/2023 9:50,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/27/2023 10:00,LARCENY-THEFT,APARTMENT
01/27/2023 10:00,LARCENY-THEFT,APARTMENT
01/27/2023 10:15,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/27/2023 10:37,DRUG OFFENSE,PARKING LOT
01/27/2023 10:46,DRUG OFFENSE,VEHICLE
01/27/2023 11:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/27/2023 11:09,BURGLARY,SINGLE FAMILY HOUSE
01/27/2023 11:11,LARCENY-THEFT,RETAIL BUSINESS
01/27/2023 11:15,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/27/2023 11:16,DRUG OFFENSE,PARKING LOT
01/27/2023 11:20,LARCENY-THEFT,RETAIL BUSINESS
01/27/2023 11:30,LARCENY-THEFT,BAR / LOUNG / NIGHT CLUB
01/27/2023 11:42,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/27/2023 11:50,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/27/2023 12:00,BURGLARY,RENTAL STORAGE / FACILITY
01/27/2023 12:00,LARCENY-THEFT,RETAIL BUSINESS
01/27/2023 12:00,BURGLARY,APARTMENT
01/27/2023 12:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/27/2023 12:17,LARCENY-THEFT,BANK / SAVINGS / CREDIT UNION
01/27/2023 12:18,LARCENY-THEFT,RETAIL BUSINESS
01/27/2023 12:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/27/2023 12:25,LARCENY-THEFT,ADULT ONLY STORE / MOVIE
01/27/2023 12:30,LARCENY-THEFT,CONSTRUCTION SITE
01/27/2023 13:00,LARCENY-THEFT,VEHICLE
01/27/2023 13:15,DRUG OFFENSE,GOVERNMENT / PUBLIC BUILDING
01/27/2023 13:15,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/27/2023 13:16,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/27/2023 13:30,AGGRAVATED ASSAULT,APARTMENT
01/27/2023 14:00,BURGLARY,STOREROOM/SHED (RESIDENTIAL)
01/27/2023 14:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/27/2023 14:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/27/2023 14:00,BURGLARY,NURSING CARE
01/27/2023 14:00,LARCENY-THEFT,PARKING LOT
01/27/2023 14:01,LARCENY-THEFT,CONDO / TOWNHOUSE
01/27/2023 14:17,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/27/2023 14:21,MURDER AND NON-NEGLIGENT MANSLAUGHTER,STREET / ROADWAY / SIDEWALK
01/27/2023 14:24,LARCENY-THEFT,DRUG STORE
01/27/2023 14:52,LARCENY-THEFT,PARKING LOT
01/27/2023 15:00,BURGLARY,RENTAL STORAGE / FACILITY
01/27/2023 15:07,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/27/2023 15:15,LARCENY-THEFT,PARKING LOT
01/27/2023 15:25,LARCENY-THEFT,GROCERY / SUPER MARKET
01/27/2023 15:42,DRUG OFFENSE,OTHER
01/27/2023 15:50,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/27/2023 16:00,LARCENY-THEFT,PARKING LOT
01/27/2023 16:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/27/2023 16:00,BURGLARY,SINGLE FAMILY HOUSE
01/27/2023 16:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/27/2023 16:30,LARCENY-THEFT,VEHICLE
01/27/2023 16:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/27/2023 16:30,LARCENY-THEFT,CONSTRUCTION SITE
01/27/2023 16:30,LARCENY-THEFT,VEHICLE
01/27/2023 16:33,LARCENY-THEFT,RETAIL BUSINESS
01/27/2023 16:38,DRUG OFFENSE,VEHICLE
01/27/2023 16:42,RAPE,APARTMENT
01/27/2023 16:45,AGGRAVATED ASSAULT,DRIVEWAY
01/27/2023 16:47,LARCENY-THEFT,PARKING GARAGE
01/27/2023 16:50,LARCENY-THEFT,PARK / PLAYGROUND
01/28/2023 8:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/28/2023 9:00,LARCENY-THEFT,VEHICLE
01/28/2023 9:00,LARCENY-THEFT,PARKING LOT
01/28/2023 9:00,AGGRAVATED ASSAULT,BUS STOP
01/28/2023 9:04,DRUG OFFENSE,GOVERNMENT / PUBLIC BUILDING
01/28/2023 9:43,AGGRAVATED ASSAULT,CANAL / RIGHT-OF-WAY
01/28/2023 10:00,LARCENY-THEFT,APARTMENT
01/28/2023 10:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/28/2023 10:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/28/2023 10:06,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/28/2023 10:40,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/28/2023 11:00,LARCENY-THEFT,VEHICLE
01/28/2023 11:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/28/2023 11:23,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/28/2023 11:30,LARCENY-THEFT,OTHER
01/28/2023 11:50,LARCENY-THEFT,OTHER
01/28/2023 11:57,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/28/2023 12:00,MOTOR VEHICLE THEFT,ADULT ONLY STORE / MOVIE
01/28/2023 12:15,LARCENY-THEFT,GROCERY / SUPER MARKET
01/28/2023 12:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/28/2023 12:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
