OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/21/2024 0:00,LARCENY-THEFT,VEHICLE
01/21/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/21/2024 0:41,LARCENY-THEFT,APARTMENT
01/21/2024 1:00,AGGRAVATED ASSAULT,APARTMENT
01/21/2024 1:17,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/21/2024 1:40,BURGLARY,APARTMENT
01/21/2024 2:00,RAPE,APARTMENT
01/21/2024 2:40,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/21/2024 2:55,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/21/2024 3:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/21/2024 3:00,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/21/2024 3:00,BURGLARY,CONVENIENCE MARKET / STORE
01/21/2024 3:00,AGGRAVATED ASSAULT,APARTMENT
01/21/2024 3:05,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/21/2024 3:21,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/21/2024 3:36,DRUG OFFENSE,GAS / SERVICE STATION
01/21/2024 3:37,ARSON,CONVENIENCE MARKET / STORE
01/21/2024 3:48,LARCENY-THEFT,APARTMENT
01/21/2024 4:16,LARCENY-THEFT,OTHER
01/21/2024 4:24,MOTOR VEHICLE THEFT,DRIVEWAY
01/21/2024 20:00,AGGRAVATED ASSAULT,HOTEL / MOTEL
01/21/2024 20:00,LARCENY-THEFT,VEHICLE
01/21/2024 20:00,LARCENY-THEFT,VEHICLE
01/21/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT
01/21/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT
01/21/2024 20:10,MOTOR VEHICLE THEFT,FAST FOOD STORE
01/21/2024 20:32,AGGRAVATED ASSAULT,PARKING LOT
01/21/2024 20:35,LARCENY-THEFT,SPECIALTY STORE
01/21/2024 21:00,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/21/2024 21:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/21/2024 21:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/21/2024 21:22,AGGRAVATED ASSAULT,APARTMENT
01/21/2024 21:30,LARCENY-THEFT,PARKING LOT
01/21/2024 22:00,RAPE,PARKING LOT
01/21/2024 22:00,LARCENY-THEFT,RESTAURANT
01/21/2024 22:00,LARCENY-THEFT,DRIVEWAY
01/21/2024 22:00,LARCENY-THEFT,VEHICLE
01/21/2024 22:00,AGGRAVATED ASSAULT,MOBILE HOME
01/21/2024 22:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/21/2024 22:12,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/21/2024 22:14,ROBBERY,APARTMENT
01/21/2024 22:37,AGGRAVATED ASSAULT,APARTMENT
01/21/2024 22:40,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/21/2024 22:50,AGGRAVATED ASSAULT,GOVERNMENT / PUBLIC BUILDING
01/21/2024 23:00,LARCENY-THEFT,PARKING LOT
01/21/2024 23:00,LARCENY-THEFT,PARKING LOT
01/21/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT
01/21/2024 23:00,BURGLARY,FAST FOOD STORE
01/22/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/22/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/22/2024 0:00,LARCENY-THEFT,VEHICLE
01/22/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/22/2024 0:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/22/2024 0:00,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/22/2024 0:00,LARCENY-THEFT,PARKING LOT
01/22/2024 0:00,LARCENY-THEFT,APARTMENT
01/22/2024 0:00,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE
01/22/2024 0:00,RAPE,APARTMENT
01/22/2024 0:00,LARCENY-THEFT,UNKNOWN
01/22/2024 0:00,DRUG OFFENSE,PARK / PLAYGROUND
01/22/2024 0:00,DRUG OFFENSE,PARK / PLAYGROUND
01/22/2024 0:00,LARCENY-THEFT,PARKING LOT
01/22/2024 0:00,DRUG OFFENSE,PARK / PLAYGROUND
01/22/2024 0:00,ARSON,SINGLE FAMILY HOUSE
01/22/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/22/2024 0:01,LARCENY-THEFT,HOTEL / MOTEL
01/22/2024 0:27,LARCENY-THEFT,VEHICLE
01/22/2024 1:00,LARCENY-THEFT,PARKING LOT
01/22/2024 1:14,DRUG OFFENSE,OTHER
01/22/2024 1:30,LARCENY-THEFT,CONSTRUCTION SITE
01/22/2024 2:04,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/22/2024 2:58,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/22/2024 3:00,RAPE,VEHICLE
01/22/2024 3:45,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/22/2024 4:00,BURGLARY,APARTMENT
01/22/2024 4:01,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/22/2024 4:02,BURGLARY,WAREHOUSE / FACTORY
01/22/2024 4:48,DRUG OFFENSE,VEHICLE
01/22/2024 5:00,BURGLARY,GARAGE
01/22/2024 5:00,BURGLARY,APARTMENT
01/22/2024 20:00,LARCENY-THEFT,VEHICLE
01/22/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT
01/22/2024 20:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/22/2024 20:02,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/22/2024 20:06,MOTOR VEHICLE THEFT,APARTMENT
01/22/2024 20:07,ROBBERY,PARKING LOT
01/22/2024 20:30,MOTOR VEHICLE THEFT,APARTMENT
01/22/2024 20:41,LARCENY-THEFT,APARTMENT
01/22/2024 21:00,LARCENY-THEFT,PARKING LOT
01/22/2024 21:00,LARCENY-THEFT,DRIVEWAY
01/22/2024 21:00,LARCENY-THEFT,PARKING LOT
01/22/2024 21:11,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/22/2024 21:30,LARCENY-THEFT,HOTEL / MOTEL
01/22/2024 21:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/22/2024 21:30,BURGLARY,APARTMENT
01/22/2024 21:37,ROBBERY,PARKING LOT
01/22/2024 21:40,AGGRAVATED ASSAULT,APARTMENT
01/22/2024 21:59,DRUG OFFENSE,VEHICLE
01/22/2024 22:00,BURGLARY,GARAGE
01/22/2024 22:00,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/22/2024 22:00,LARCENY-THEFT,PARKING LOT
01/22/2024 22:00,LARCENY-THEFT,APARTMENT
01/22/2024 22:30,LARCENY-THEFT,PARKING LOT
01/22/2024 22:37,AGGRAVATED ASSAULT,APARTMENT
01/22/2024 22:50,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/22/2024 22:55,LARCENY-THEFT,GAS / SERVICE STATION
01/22/2024 22:57,DRUG OFFENSE,VEHICLE
01/22/2024 23:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/22/2024 23:30,LARCENY-THEFT,PARKING LOT
01/23/2024 0:00,DRUG OFFENSE,VEHICLE
01/23/2024 0:00,LARCENY-THEFT,APARTMENT
01/23/2024 0:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/23/2024 0:00,LARCENY-THEFT,PARKING LOT
01/23/2024 0:00,LARCENY-THEFT,OTHER
01/23/2024 0:00,LARCENY-THEFT,AIRPORT
01/23/2024 0:00,BURGLARY,GARAGE
01/23/2024 0:00,ROBBERY,VEHICLE
01/23/2024 0:00,LARCENY-THEFT,APARTMENT
01/23/2024 0:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/23/2024 0:00,LARCENY-THEFT,PARKING LOT
01/23/2024 0:00,LARCENY-THEFT,PARKING LOT
01/23/2024 0:01,LARCENY-THEFT,APARTMENT
01/23/2024 0:01,LARCENY-THEFT,PARKING LOT
01/23/2024 0:01,LARCENY-THEFT,PARKING LOT
01/23/2024 0:26,MOTOR VEHICLE THEFT,APARTMENT
01/23/2024 1:00,MOTOR VEHICLE THEFT,APARTMENT
01/23/2024 1:18,AGGRAVATED ASSAULT,APARTMENT
01/23/2024 1:20,LARCENY-THEFT,PARKING LOT
01/23/2024 1:27,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/23/2024 1:30,MOTOR VEHICLE THEFT,APARTMENT
01/23/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/23/2024 3:42,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/23/2024 4:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/23/2024 4:08,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/23/2024 4:25,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/23/2024 5:00,MOTOR VEHICLE THEFT,APARTMENT
01/23/2024 20:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/23/2024 20:32,LARCENY-THEFT,RETAIL BUSINESS
01/23/2024 21:16,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/23/2024 21:35,MOTOR VEHICLE THEFT,APARTMENT
01/23/2024 21:40,ROBBERY,STREET / ROADWAY / SIDEWALK
01/23/2024 21:45,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/23/2024 21:45,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/23/2024 21:51,LARCENY-THEFT,RETAIL BUSINESS
01/23/2024 21:52,ROBBERY,PARKING LOT
01/23/2024 21:58,LARCENY-THEFT,PARKING LOT
01/23/2024 22:23,AGGRAVATED ASSAULT,OTHER
01/23/2024 22:34,BURGLARY,CONVENIENCE MARKET / STORE
01/23/2024 23:00,LARCENY-THEFT,APARTMENT
01/23/2024 23:08,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/23/2024 23:16,DRUG OFFENSE,VEHICLE
01/23/2024 23:53,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/24/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2024 0:00,DRUG OFFENSE,PARKING LOT
01/24/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/24/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/24/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2024 0:00,DRUG OFFENSE,CONVENIENCE MARKET / STORE
01/24/2024 0:00,RAPE,UNKNOWN
01/24/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/24/2024 0:00,LARCENY-THEFT,PARKING LOT
01/24/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2024 0:00,LARCENY-THEFT,PARKING LOT
01/24/2024 0:01,ARSON,SINGLE FAMILY HOUSE
01/24/2024 0:52,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2024 1:00,BURGLARY,FAST FOOD STORE
01/24/2024 1:16,BURGLARY,SPECIALTY STORE
01/24/2024 1:20,DRUG OFFENSE,PARK / PLAYGROUND
01/24/2024 1:39,LARCENY-THEFT,DRIVEWAY
01/24/2024 1:56,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2024 2:00,LARCENY-THEFT,RESTAURANT
01/24/2024 2:03,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/24/2024 2:30,MOTOR VEHICLE THEFT,APARTMENT
01/24/2024 2:30,MOTOR VEHICLE THEFT,APARTMENT
01/24/2024 2:50,MOTOR VEHICLE THEFT,RENTAL STORAGE / FACILITY
01/24/2024 2:51,BURGLARY,SPECIALTY STORE
01/24/2024 2:54,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/24/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/24/2024 3:30,AGGRAVATED ASSAULT,APARTMENT
01/24/2024 3:33,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/24/2024 3:42,BURGLARY,CONVENIENCE MARKET / STORE
01/24/2024 4:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/24/2024 4:35,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/24/2024 4:55,DRUG OFFENSE,VEHICLE
01/24/2024 5:00,BURGLARY,APARTMENT
01/24/2024 5:00,LARCENY-THEFT,DRIVEWAY
01/24/2024 20:00,ROBBERY,ALLEY
01/24/2024 20:00,LARCENY-THEFT,APARTMENT
01/24/2024 20:03,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2024 20:06,ROBBERY,STREET / ROADWAY / SIDEWALK
01/24/2024 20:14,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2024 20:19,ROBBERY,APARTMENT
01/24/2024 20:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2024 20:30,MOTOR VEHICLE THEFT,APARTMENT
01/24/2024 20:31,ROBBERY,PARKING LOT
01/24/2024 20:34,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/24/2024 20:39,ROBBERY,APARTMENT
01/24/2024 20:45,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/24/2024 21:19,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/24/2024 21:20,AGGRAVATED ASSAULT,GROCERY / SUPER MARKET
01/24/2024 21:30,MOTOR VEHICLE THEFT,APARTMENT
01/24/2024 21:30,BURGLARY,SINGLE FAMILY HOUSE
01/24/2024 21:30,MOTOR VEHICLE THEFT,APARTMENT
01/24/2024 22:00,ROBBERY,STREET / ROADWAY / SIDEWALK
01/24/2024 22:00,LARCENY-THEFT,PARKING LOT
01/24/2024 22:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/24/2024 22:00,LARCENY-THEFT,CONSTRUCTION SITE
01/24/2024 22:15,ROBBERY,CONVENIENCE MARKET / STORE
01/24/2024 22:17,MOTOR VEHICLE THEFT,WAREHOUSE / FACTORY
01/24/2024 22:30,AGGRAVATED ASSAULT,APARTMENT
01/24/2024 23:00,LARCENY-THEFT,PARKING LOT
01/24/2024 23:00,MOTOR VEHICLE THEFT,RESTAURANT
01/24/2024 23:00,LARCENY-THEFT,PARKING LOT
01/24/2024 23:10,AGGRAVATED ASSAULT,FIELD/WOODS
01/24/2024 23:40,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/25/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/25/2024 0:00,LARCENY-THEFT,APARTMENT
01/25/2024 0:00,LARCENY-THEFT,APARTMENT
01/25/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/25/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/25/2024 0:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/25/2024 0:00,ARSON,
01/25/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/25/2024 0:00,LARCENY-THEFT,PARKING LOT
01/25/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/25/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/25/2024 0:00,AGGRAVATED ASSAULT,PARKING GARAGE
01/25/2024 0:00,DRUG OFFENSE,BUS STOP
01/25/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/25/2024 0:05,LARCENY-THEFT,PARKING LOT
01/25/2024 0:40,MOTOR VEHICLE THEFT,RENTAL STORAGE / FACILITY
01/25/2024 1:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/25/2024 1:08,AGGRAVATED ASSAULT,ALLEY
01/25/2024 1:17,LARCENY-THEFT,ALLEY
01/25/2024 1:22,LARCENY-THEFT,CONDO / TOWNHOUSE
01/25/2024 1:30,BURGLARY,CONSTRUCTION SITE
01/25/2024 2:50,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/25/2024 2:55,LARCENY-THEFT,APARTMENT
01/25/2024 2:56,LARCENY-THEFT,DRIVEWAY
01/25/2024 3:00,LARCENY-THEFT,VEHICLE
01/25/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/25/2024 3:18,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/25/2024 3:30,LARCENY-THEFT,DRUG STORE
01/25/2024 4:00,DRUG OFFENSE,BUS STOP
01/25/2024 4:06,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/25/2024 4:49,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/25/2024 5:00,MOTOR VEHICLE THEFT,APARTMENT
01/25/2024 20:00,RAPE,APARTMENT
01/25/2024 20:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/25/2024 20:00,LARCENY-THEFT,APARTMENT
01/25/2024 20:02,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/25/2024 20:06,ROBBERY,DEPARTMENT / DISCOUNT STORE
01/25/2024 20:30,MOTOR VEHICLE THEFT,PARKING LOT
01/25/2024 20:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/25/2024 20:30,AGGRAVATED ASSAULT,APARTMENT
01/25/2024 20:59,MURDER AND NON-NEGLIGENT MANSLAUGHTER,SINGLE FAMILY HOUSE
01/25/2024 21:00,LARCENY-THEFT,PARKING LOT
01/25/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/25/2024 21:00,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE
01/25/2024 21:30,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/25/2024 21:59,LARCENY-THEFT,PARKING LOT
01/25/2024 22:09,DRUG OFFENSE,VEHICLE
01/25/2024 22:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/25/2024 22:54,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/25/2024 23:00,LARCENY-THEFT,DRIVEWAY
01/25/2024 23:13,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/25/2024 23:45,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/26/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/26/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2024 0:00,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/26/2024 0:00,DRUG OFFENSE,BUS STOP
01/26/2024 0:00,LARCENY-THEFT,PARKING LOT
01/26/2024 0:00,LARCENY-THEFT,PARKING GARAGE
01/26/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2024 0:00,MOTOR VEHICLE THEFT,UNKNOWN
01/26/2024 0:00,RAPE,HOTEL / MOTEL
01/26/2024 0:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/26/2024 0:00,LARCENY-THEFT,OTHER
01/26/2024 0:00,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/26/2024 0:00,DRUG OFFENSE,BUS STOP
01/26/2024 0:00,LARCENY-THEFT,SPECIALTY STORE
01/26/2024 0:01,LARCENY-THEFT,APARTMENT
01/26/2024 0:04,DRUG OFFENSE,VEHICLE
01/26/2024 1:00,BURGLARY,SINGLE FAMILY HOUSE
01/26/2024 1:13,DRUG OFFENSE,BUS STOP
01/26/2024 1:19,ROBBERY,STREET / ROADWAY / SIDEWALK
01/26/2024 1:27,LARCENY-THEFT,RENTAL STORAGE / FACILITY
01/26/2024 1:41,MOTOR VEHICLE THEFT,DRIVEWAY
01/26/2024 2:00,MOTOR VEHICLE THEFT,APARTMENT
01/26/2024 2:09,MOTOR VEHICLE THEFT,FAST FOOD STORE
01/26/2024 2:45,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/26/2024 3:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/26/2024 3:00,LARCENY-THEFT,PARKING LOT
01/26/2024 3:04,DRUG OFFENSE,OFFICE / COMMERCIAL BUILDING
01/26/2024 4:00,BURGLARY,APARTMENT
01/26/2024 4:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/26/2024 4:42,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2024 4:50,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/26/2024 5:00,LARCENY-THEFT,APARTMENT
01/26/2024 20:00,LARCENY-THEFT,APARTMENT
01/26/2024 20:00,LARCENY-THEFT,BAR / LOUNG / NIGHT CLUB
01/26/2024 20:00,LARCENY-THEFT,PARKING LOT
01/26/2024 20:08,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2024 20:09,LARCENY-THEFT,SPECIALTY STORE
01/26/2024 20:29,LARCENY-THEFT,DRIVEWAY
01/26/2024 20:33,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/26/2024 20:35,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/26/2024 20:50,BURGLARY,APARTMENT
01/26/2024 20:52,BURGLARY,SINGLE FAMILY HOUSE
01/26/2024 21:00,LARCENY-THEFT,PARKING LOT
01/26/2024 21:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2024 21:04,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/26/2024 21:08,ROBBERY,CONVENIENCE MARKET / STORE
01/26/2024 21:30,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/26/2024 22:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/26/2024 22:13,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/26/2024 22:17,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/26/2024 22:27,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/26/2024 22:47,AGGRAVATED ASSAULT,APARTMENT
01/26/2024 23:00,ROBBERY,ALLEY
01/26/2024 23:00,LARCENY-THEFT,OTHER
01/26/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/26/2024 23:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/26/2024 23:23,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/26/2024 23:30,LARCENY-THEFT,PARKING LOT
01/26/2024 23:52,ROBBERY,CONVENIENCE MARKET / STORE
01/27/2024 0:00,RAPE,APARTMENT
01/27/2024 0:00,LARCENY-THEFT,APARTMENT
01/27/2024 0:00,DRUG OFFENSE,RETAIL BUSINESS
01/27/2024 0:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/27/2024 0:00,AGGRAVATED ASSAULT,APARTMENT
01/27/2024 0:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/27/2024 0:00,BURGLARY,RESTAURANT
01/27/2024 0:00,LARCENY-THEFT,VEHICLE
01/27/2024 0:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/27/2024 0:00,LARCENY-THEFT,APARTMENT
01/27/2024 0:00,AGGRAVATED ASSAULT,APARTMENT
01/27/2024 0:00,LARCENY-THEFT,MOBILE HOME
01/27/2024 0:00,LARCENY-THEFT,VEHICLE
01/27/2024 0:01,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/27/2024 0:01,LARCENY-THEFT,PARKING LOT
01/27/2024 0:01,BURGLARY,LOAN / FINANCE COMPANY
01/27/2024 0:02,LARCENY-THEFT,VEHICLE
01/27/2024 0:10,LARCENY-THEFT,DRUG STORE
01/27/2024 0:48,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/27/2024 1:00,LARCENY-THEFT,OTHER
01/27/2024 1:06,LARCENY-THEFT,APARTMENT
01/27/2024 1:39,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB
01/27/2024 1:40,MOTOR VEHICLE THEFT,APARTMENT
01/27/2024 2:00,LARCENY-THEFT,RESTAURANT
01/27/2024 2:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/27/2024 2:23,AGGRAVATED ASSAULT,APARTMENT
01/27/2024 2:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/27/2024 2:55,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/27/2024 2:55,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/27/2024 3:09,DRUG OFFENSE,APARTMENT
01/27/2024 3:18,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB
01/27/2024 4:03,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/27/2024 4:50,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/27/2024 20:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/27/2024 20:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/27/2024 20:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/27/2024 20:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/27/2024 21:00,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/27/2024 21:15,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/27/2024 21:27,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/27/2024 21:30,LARCENY-THEFT,PARKING LOT
01/27/2024 21:31,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/27/2024 21:43,ROBBERY,APARTMENT
01/27/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/27/2024 22:00,LARCENY-THEFT,APARTMENT
01/27/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/27/2024 22:00,LARCENY-THEFT,APARTMENT
01/27/2024 22:24,DRUG OFFENSE,BUS STOP
01/27/2024 22:26,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/27/2024 22:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/27/2024 22:59,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/27/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT
01/27/2024 23:00,LARCENY-THEFT,APARTMENT
01/27/2024 23:00,RAPE,SINGLE FAMILY HOUSE
01/27/2024 23:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/27/2024 23:00,LARCENY-THEFT,FAST FOOD STORE
01/27/2024 23:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/27/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT
01/27/2024 23:30,LARCENY-THEFT,GARAGE
01/27/2024 23:58,MOTOR VEHICLE THEFT,APARTMENT
01/27/2024 23:59,LARCENY-THEFT,PARKING LOT
01/28/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/28/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/28/2024 0:00,LARCENY-THEFT,PARKING LOT
01/28/2024 0:00,LARCENY-THEFT,PARKING LOT
01/28/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/28/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/28/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/28/2024 0:00,MOTOR VEHICLE THEFT,SPECIALTY STORE
01/28/2024 0:01,LARCENY-THEFT,WAREHOUSE / FACTORY
01/28/2024 0:01,LARCENY-THEFT,APARTMENT
01/28/2024 0:02,BURGLARY,DEPARTMENT / DISCOUNT STORE
01/28/2024 0:28,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/28/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
