OCCURRED NIGHT,UCR CRIME CATEGORY NIGHT,PREMISE TYPE NIGHT,OCCURRED DAY,UCR CRIME CATEGORY DAY,PREMISE TYPE DAY
01/17/2024 20:41,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/17/2023 16:15,DRUG OFFENSE,OTHER
01/17/2024 20:48,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE,01/17/2023 16:31,AGGRAVATED ASSAULT,DRIVEWAY
01/17/2024 20:57,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/17/2023 16:35,LARCENY-THEFT,GROCERY / SUPER MARKET
01/17/2024 21:00,AGGRAVATED ASSAULT,ARENA / STADIUM / CONVENTION CENTER,01/17/2023 16:38,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/17/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/17/2023 16:54,AGGRAVATED ASSAULT,APARTMENT
01/17/2024 21:00,LARCENY-THEFT,APARTMENT,01/18/2023 8:05,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2024 21:29,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/18/2023 8:30,BURGLARY,SINGLE FAMILY HOUSE
01/17/2024 21:54,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/18/2023 8:46,MOTOR VEHICLE THEFT,CHILD CARE / DAY CARE
01/17/2024 22:20,LARCENY-THEFT,HOTEL / MOTEL,01/18/2023 8:50,DRUG OFFENSE,VEHICLE
01/17/2024 22:36,LARCENY-THEFT,RESTAURANT,01/18/2023 8:50,LARCENY-THEFT,GARAGE
01/17/2024 22:40,DRUG OFFENSE,VEHICLE,01/18/2023 9:21,DRUG OFFENSE,VEHICLE
01/17/2024 22:40,ROBBERY,STREET / ROADWAY / SIDEWALK,01/18/2023 9:24,DRUG OFFENSE,PARKING LOT
01/17/2024 22:40,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/18/2023 10:00,LARCENY-THEFT,VEHICLE
01/17/2024 23:00,BURGLARY,APARTMENT,01/18/2023 10:00,AGGRAVATED ASSAULT,VEHICLE
01/17/2024 23:00,MURDER AND NON-NEGLIGENT MANSLAUGHTER,EASEMENT,01/18/2023 10:21,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2024 23:08,AGGRAVATED ASSAULT,LIGHT RAIL PLATFORM,01/18/2023 10:30,AGGRAVATED ASSAULT,BUS STOP
01/17/2024 23:16,AGGRAVATED ASSAULT,APARTMENT,01/18/2023 10:30,DRUG OFFENSE,FAST FOOD STORE
01/17/2024 23:50,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/18/2023 10:36,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2024 0:00,LARCENY-THEFT,PARKING LOT,01/18/2023 10:57,LARCENY-THEFT,VEHICLE
01/18/2024 0:00,LARCENY-THEFT,PARKING GARAGE,01/18/2023 11:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2024 0:00,LARCENY-THEFT,PARKING GARAGE,01/18/2023 11:05,AGGRAVATED ASSAULT,APARTMENT
01/18/2024 0:00,DRUG OFFENSE,BUS STOP,01/18/2023 11:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/18/2024 0:00,DRUG OFFENSE,PARKING LOT,01/18/2023 11:45,LARCENY-THEFT,DRUG STORE
01/18/2024 0:00,LARCENY-THEFT,PARKING LOT,01/18/2023 11:52,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/18/2024 0:00,DRUG OFFENSE,PARKING LOT,01/18/2023 12:00,LARCENY-THEFT,OTHER
01/18/2024 0:00,DRUG OFFENSE,RETAIL BUSINESS,01/18/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2024 0:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/18/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2024 0:00,BURGLARY,GARAGE,01/18/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/18/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT,01/18/2023 12:00,LARCENY-THEFT,APARTMENT
01/18/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/18/2023 12:00,LARCENY-THEFT,OTHER
01/18/2024 0:01,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/18/2023 12:04,LARCENY-THEFT,APARTMENT
01/18/2024 0:01,LARCENY-THEFT,VEHICLE,01/18/2023 12:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2024 0:01,LARCENY-THEFT,FENCED COMMERCIAL YARD,01/18/2023 12:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/18/2024 0:05,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/18/2023 12:39,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2024 0:40,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/18/2023 13:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/18/2024 1:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/18/2023 13:00,LARCENY-THEFT,VEHICLE
01/18/2024 1:53,LARCENY-THEFT,PARKING LOT,01/18/2023 13:30,LARCENY-THEFT,APARTMENT
01/18/2024 3:00,ROBBERY,ALLEY,01/18/2023 13:36,DRUG OFFENSE,LOAN / FINANCE COMPANY
01/18/2024 3:03,AGGRAVATED ASSAULT,SPECIALTY STORE,01/18/2023 13:40,LARCENY-THEFT,OTHER
01/18/2024 3:18,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/18/2023 13:58,DRUG OFFENSE,SCHOOL-ELEMENTARY/SECONDARY
01/18/2024 4:13,BURGLARY,SPECIALTY STORE,01/18/2023 14:00,LARCENY-THEFT,PARKING LOT
01/18/2024 4:40,LARCENY-THEFT,PARKING LOT,01/18/2023 14:00,BURGLARY,SINGLE FAMILY HOUSE
01/18/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT,01/18/2023 14:00,LARCENY-THEFT,APARTMENT
01/18/2024 20:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/18/2023 14:07,LARCENY-THEFT,RETAIL BUSINESS
01/18/2024 20:04,AGGRAVATED ASSAULT,GROCERY / SUPER MARKET,01/18/2023 14:12,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/18/2024 20:12,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/18/2023 14:22,AGGRAVATED ASSAULT,HOTEL / MOTEL
01/18/2024 20:16,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/18/2023 14:24,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2024 20:25,AGGRAVATED ASSAULT,FAST FOOD STORE,01/18/2023 14:28,LARCENY-THEFT,SPECIALTY STORE
01/18/2024 20:30,DRUG OFFENSE,GAS / SERVICE STATION,01/18/2023 14:42,BURGLARY,APARTMENT
01/18/2024 20:30,LARCENY-THEFT,RESTAURANT,01/18/2023 14:50,LARCENY-THEFT,PARKING LOT
01/18/2024 20:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/18/2023 14:52,ROBBERY,STREET / ROADWAY / SIDEWALK
01/18/2024 20:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/18/2023 15:06,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2024 20:50,BURGLARY,APARTMENT,01/18/2023 15:13,AGGRAVATED ASSAULT,SPECIALTY STORE
01/18/2024 21:00,LARCENY-THEFT,VEHICLE,01/18/2023 15:14,ROBBERY,CONVENIENCE MARKET / STORE
01/18/2024 21:21,ROBBERY,APARTMENT,01/18/2023 15:38,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/18/2024 21:28,LARCENY-THEFT,VEHICLE,01/18/2023 16:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/18/2024 21:32,LARCENY-THEFT,DRUG STORE,01/18/2023 16:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/18/2024 22:00,BURGLARY,SHOPPING MALL,01/18/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2024 22:00,LARCENY-THEFT,GROCERY / SUPER MARKET,01/18/2023 16:00,DRUG OFFENSE,OTHER
01/18/2024 22:00,DRUG OFFENSE,VEHICLE,01/18/2023 16:00,LARCENY-THEFT,APARTMENT
01/18/2024 22:19,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/18/2023 16:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2024 22:36,AGGRAVATED ASSAULT,APARTMENT,01/18/2023 16:30,DRUG OFFENSE,BUS STOP
01/18/2024 22:55,DRUG OFFENSE,PARKING GARAGE,01/18/2023 16:47,AGGRAVATED ASSAULT,APARTMENT
01/18/2024 23:00,LARCENY-THEFT,DRIVEWAY,01/18/2023 16:56,LARCENY-THEFT,SPECIALTY STORE
01/18/2024 23:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/19/2023 8:23,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2024 23:00,LARCENY-THEFT,VEHICLE,01/19/2023 8:28,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2024 23:10,DRUG OFFENSE,GAS / SERVICE STATION,01/19/2023 8:30,LARCENY-THEFT,VEHICLE
01/19/2024 0:00,LARCENY-THEFT,SPECIALTY STORE,01/19/2023 8:30,BURGLARY,RENTAL STORAGE / FACILITY
01/19/2024 0:00,LARCENY-THEFT,SHELTER-MISSION/HOMELESS,01/19/2023 9:22,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/19/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/19/2023 9:45,LARCENY-THEFT,RETAIL BUSINESS
01/19/2024 0:00,BURGLARY,APARTMENT,01/19/2023 10:00,LARCENY-THEFT,APARTMENT
01/19/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/19/2023 10:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/19/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/19/2023 10:30,LARCENY-THEFT,OTHER
01/19/2024 0:00,LARCENY-THEFT,PARKING LOT,01/19/2023 10:50,BURGLARY,STOREROOM/SHED (RESIDENTIAL)
01/19/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/19/2023 10:54,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/19/2024 0:00,AGGRAVATED ASSAULT,APARTMENT,01/19/2023 11:00,LARCENY-THEFT,OTHER
01/19/2024 0:00,AGGRAVATED ASSAULT,SHOPPING MALL,01/19/2023 11:15,LARCENY-THEFT,SPECIALTY STORE
01/19/2024 0:00,LARCENY-THEFT,OTHER,01/19/2023 11:25,LARCENY-THEFT,SPECIALTY STORE
01/19/2024 0:01,LARCENY-THEFT,AUTO DEALERSHIP NEW/USED,01/19/2023 11:29,ARSON,
01/19/2024 0:01,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/19/2023 11:30,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/19/2024 0:53,AGGRAVATED ASSAULT,MOBILE HOME,01/19/2023 12:00,MOTOR VEHICLE THEFT,SHOPPING MALL
01/19/2024 1:00,LARCENY-THEFT,PARKING GARAGE,01/19/2023 12:16,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2024 1:06,DRUG OFFENSE,DRIVEWAY,01/19/2023 12:45,LARCENY-THEFT,PARKING LOT
01/19/2024 1:08,BURGLARY,SPECIALTY STORE,01/19/2023 12:55,LARCENY-THEFT,CONDO / TOWNHOUSE
01/19/2024 1:32,LARCENY-THEFT,BUS STOP,01/19/2023 13:00,LARCENY-THEFT,APARTMENT
01/19/2024 2:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED,01/19/2023 13:00,ROBBERY,PARKING LOT
01/19/2024 2:00,LARCENY-THEFT,APARTMENT,01/19/2023 13:00,BURGLARY,MOBILE HOME
01/19/2024 2:00,DRUG OFFENSE,VEHICLE,01/19/2023 13:14,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/19/2024 2:00,LARCENY-THEFT,DRIVEWAY,01/19/2023 13:27,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2024 2:07,MURDER AND NON-NEGLIGENT MANSLAUGHTER,PARKING LOT,01/19/2023 13:52,LARCENY-THEFT,GROCERY / SUPER MARKET
01/19/2024 2:29,LARCENY-THEFT,DRIVEWAY,01/19/2023 14:00,LARCENY-THEFT,DRIVEWAY
01/19/2024 3:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/19/2023 14:15,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/19/2024 3:00,MOTOR VEHICLE THEFT,DRIVEWAY,01/19/2023 14:20,LARCENY-THEFT,GROCERY / SUPER MARKET
01/19/2024 3:30,MOTOR VEHICLE THEFT,DRIVEWAY,01/19/2023 14:25,DRUG OFFENSE,VEHICLE
01/19/2024 3:40,MOTOR VEHICLE THEFT,DRIVEWAY,01/19/2023 14:25,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2024 3:44,AGGRAVATED ASSAULT,APARTMENT,01/19/2023 14:45,ROBBERY,PARKING LOT
01/19/2024 4:00,BURGLARY,APARTMENT,01/19/2023 14:46,LARCENY-THEFT,APARTMENT
01/19/2024 4:00,BURGLARY,SPECIALTY STORE,01/19/2023 14:50,LARCENY-THEFT,APARTMENT
01/19/2024 4:24,LARCENY-THEFT,SHOPPING MALL,01/19/2023 14:54,BURGLARY,SINGLE FAMILY HOUSE
01/19/2024 5:00,AGGRAVATED ASSAULT,APARTMENT,01/19/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/19/2024 5:00,LARCENY-THEFT,APARTMENT,01/19/2023 15:00,LARCENY-THEFT,PARKING LOT
01/19/2024 5:00,LARCENY-THEFT,APARTMENT,01/19/2023 15:00,MOTOR VEHICLE THEFT,APARTMENT
01/19/2024 20:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/19/2023 15:00,LARCENY-THEFT,PARKING LOT
01/19/2024 20:00,ROBBERY,DEPARTMENT / DISCOUNT STORE,01/19/2023 15:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/19/2024 20:00,LARCENY-THEFT,APARTMENT,01/19/2023 15:00,LARCENY-THEFT,APARTMENT
01/19/2024 20:00,BURGLARY,SINGLE FAMILY HOUSE,01/19/2023 15:00,ROBBERY,GROCERY / SUPER MARKET
01/19/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT,01/19/2023 15:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2024 20:00,LARCENY-THEFT,PARKING LOT,01/19/2023 15:00,AGGRAVATED ASSAULT,APARTMENT
01/19/2024 20:00,LARCENY-THEFT,PARKING LOT,01/19/2023 15:29,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/19/2024 20:04,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/19/2023 15:30,LARCENY-THEFT,PARKING LOT
01/19/2024 20:15,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/19/2023 15:36,DRUG OFFENSE,ALLEY
01/19/2024 20:18,BURGLARY,GARAGE,01/19/2023 15:45,BURGLARY,SINGLE FAMILY HOUSE
01/19/2024 20:25,LARCENY-THEFT,RETAIL BUSINESS,01/19/2023 15:48,DRUG OFFENSE,VEHICLE
01/19/2024 20:32,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/19/2023 15:55,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/19/2024 20:39,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/19/2023 16:00,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/19/2024 20:50,ROBBERY,PARKING LOT,01/19/2023 16:00,LARCENY-THEFT,APARTMENT
01/19/2024 21:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/19/2023 16:10,LARCENY-THEFT,SPECIALTY STORE
01/19/2024 21:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/19/2023 16:17,LARCENY-THEFT,CONSTRUCTION SITE
01/19/2024 21:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/19/2023 16:30,LARCENY-THEFT,PARKING LOT
01/19/2024 21:30,MOTOR VEHICLE THEFT,DRIVEWAY,01/19/2023 16:30,LARCENY-THEFT,CONSTRUCTION SITE
01/19/2024 21:30,MOTOR VEHICLE THEFT,APARTMENT,01/19/2023 16:30,LARCENY-THEFT,DRIVEWAY
01/19/2024 21:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/19/2023 16:50,ROBBERY,STREET / ROADWAY / SIDEWALK
01/19/2024 22:00,BURGLARY,SCHOOL-ELEMENTARY/SECONDARY,01/19/2023 16:52,DRUG OFFENSE,ALLEY
01/19/2024 22:00,LARCENY-THEFT,RETAIL BUSINESS,01/20/2023 8:50,ROBBERY,STREET / ROADWAY / SIDEWALK
01/19/2024 22:30,MOTOR VEHICLE THEFT,DRIVEWAY,01/20/2023 9:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/19/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT,01/20/2023 9:00,LARCENY-THEFT,PARKING LOT
01/19/2024 23:00,LARCENY-THEFT,VEHICLE,01/20/2023 9:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2024 23:05,BURGLARY,APARTMENT,01/20/2023 9:13,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/19/2024 23:08,LARCENY-THEFT,PARKING LOT,01/20/2023 9:43,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/19/2024 23:40,MOTOR VEHICLE THEFT,DRIVEWAY,01/20/2023 9:45,LARCENY-THEFT,PARKING LOT
01/20/2024 0:00,LARCENY-THEFT,SPECIALTY STORE,01/20/2023 10:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/20/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/20/2023 10:00,LARCENY-THEFT,APARTMENT
01/20/2024 0:00,BURGLARY,APARTMENT,01/20/2023 10:16,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2024 0:00,LARCENY-THEFT,APARTMENT,01/20/2023 10:30,LARCENY-THEFT,PARKING LOT
01/20/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/20/2023 11:00,LARCENY-THEFT,APARTMENT
01/20/2024 0:00,BURGLARY,CONDO / TOWNHOUSE,01/20/2023 11:00,BURGLARY,RENTAL STORAGE / FACILITY
01/20/2024 0:00,BURGLARY,STOREROOM/SHED (COMMERCIAL),01/20/2023 11:11,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/20/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/20/2023 11:23,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/20/2024 0:00,MOTOR VEHICLE THEFT,SHOPPING MALL,01/20/2023 11:30,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/20/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/20/2023 11:30,LARCENY-THEFT,RENTAL STORAGE / FACILITY
01/20/2024 0:00,AGGRAVATED ASSAULT,PARK / PLAYGROUND,01/20/2023 11:53,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/20/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT,01/20/2023 12:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/20/2024 0:00,AGGRAVATED ASSAULT,APARTMENT,01/20/2023 12:01,BURGLARY,SINGLE FAMILY HOUSE
01/20/2024 0:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/20/2023 12:01,LARCENY-THEFT,BAR / LOUNG / NIGHT CLUB
01/20/2024 0:00,BURGLARY,RENTAL STORAGE / FACILITY,01/20/2023 12:06,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/20/2024 0:00,LARCENY-THEFT,VEHICLE,01/20/2023 12:15,LARCENY-THEFT,APARTMENT
01/20/2024 0:01,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/20/2023 12:29,LARCENY-THEFT,APARTMENT
01/20/2024 0:03,ARSON,DRUG STORE,01/20/2023 12:30,LARCENY-THEFT,DRUG STORE
01/20/2024 0:13,MOTOR VEHICLE THEFT,APARTMENT,01/20/2023 13:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/20/2024 0:17,AGGRAVATED ASSAULT,OFFICE / COMMERCIAL BUILDING,01/20/2023 13:00,BURGLARY,APARTMENT
01/20/2024 1:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/20/2023 13:20,LARCENY-THEFT,SPECIALTY STORE
01/20/2024 1:30,LARCENY-THEFT,DRIVEWAY,01/20/2023 13:25,ROBBERY,STREET / ROADWAY / SIDEWALK
01/20/2024 1:30,LARCENY-THEFT,FENCED COMMERCIAL YARD,01/20/2023 13:25,AGGRAVATED ASSAULT,APARTMENT
01/20/2024 1:30,BURGLARY,GARAGE,01/20/2023 13:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2024 1:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/20/2023 13:50,LARCENY-THEFT,DRUG STORE
01/20/2024 1:50,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/20/2023 13:57,RAPE,STREET / ROADWAY / SIDEWALK
01/20/2024 2:04,ROBBERY,CONVENIENCE MARKET / STORE,01/20/2023 14:15,DRUG OFFENSE,OFFICE / COMMERCIAL BUILDING
01/20/2024 3:00,LARCENY-THEFT,PARKING LOT,01/20/2023 14:22,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/20/2024 3:18,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/20/2023 14:30,DRUG OFFENSE,RESTAURANT
01/20/2024 4:00,MOTOR VEHICLE THEFT,APARTMENT,01/20/2023 14:30,MOTOR VEHICLE THEFT,APARTMENT
01/20/2024 4:30,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/20/2023 14:38,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/20/2024 4:40,BURGLARY,APARTMENT,01/20/2023 14:42,LARCENY-THEFT,GROCERY / SUPER MARKET
01/20/2024 4:50,BURGLARY,RESTAURANT,01/20/2023 14:45,BURGLARY,APARTMENT
01/20/2024 20:00,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY,01/20/2023 14:55,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/20/2024 20:00,RAPE,APARTMENT,01/20/2023 15:13,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2024 20:00,BURGLARY,FAST FOOD STORE,01/20/2023 15:25,LARCENY-THEFT,VEHICLE
01/20/2024 20:00,LARCENY-THEFT,PARKING LOT,01/20/2023 15:38,LARCENY-THEFT,APARTMENT
01/20/2024 20:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/20/2023 16:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2024 20:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/20/2023 16:00,LARCENY-THEFT,SCHOOL-COLLEGE/UNIVERSITY
01/20/2024 20:10,AGGRAVATED ASSAULT,FAST FOOD STORE,01/20/2023 16:05,DRUG OFFENSE,PARKING LOT
01/20/2024 20:11,LARCENY-THEFT,SPECIALTY STORE,01/20/2023 16:17,DRUG OFFENSE,BUS STOP
01/20/2024 20:19,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/20/2023 16:19,LARCENY-THEFT,VEHICLE
01/20/2024 20:26,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/20/2023 16:30,AGGRAVATED ASSAULT,RESTAURANT
01/20/2024 20:30,MOTOR VEHICLE THEFT,APARTMENT,01/20/2023 16:30,LARCENY-THEFT,SPECIALTY STORE
01/20/2024 20:45,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/20/2023 16:49,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/20/2024 21:00,ARSON,PARKING LOT,01/20/2023 16:56,LARCENY-THEFT,APARTMENT
01/20/2024 21:00,BURGLARY,SINGLE FAMILY HOUSE,01/21/2023 8:11,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/20/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/21/2023 8:11,BURGLARY,FAST FOOD STORE
01/20/2024 21:22,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/21/2023 8:24,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/20/2024 21:40,LARCENY-THEFT,PARKING LOT,01/21/2023 8:50,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/20/2024 21:58,ROBBERY,PARKING LOT,01/21/2023 9:00,LARCENY-THEFT,VEHICLE
01/20/2024 21:59,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/21/2023 9:10,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2024 22:00,LARCENY-THEFT,DRIVEWAY,01/21/2023 10:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/20/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT,01/21/2023 10:00,LARCENY-THEFT,APARTMENT
01/20/2024 22:00,LARCENY-THEFT,PARKING LOT,01/21/2023 10:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/20/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/21/2023 10:30,BURGLARY,APARTMENT
01/20/2024 22:00,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING,01/21/2023 10:30,LARCENY-THEFT,SHELTER-MISSION/HOMELESS
01/20/2024 22:00,LARCENY-THEFT,PARKING LOT,01/21/2023 10:45,LARCENY-THEFT,VEHICLE
01/20/2024 22:06,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/21/2023 10:53,LARCENY-THEFT,OTHER
01/20/2024 22:11,DRUG OFFENSE,GAS / SERVICE STATION,01/21/2023 11:00,LARCENY-THEFT,VEHICLE
01/20/2024 22:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/21/2023 11:14,LARCENY-THEFT,RETAIL BUSINESS
01/20/2024 22:23,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/21/2023 11:20,DRUG OFFENSE,BUS STOP
01/20/2024 22:30,LARCENY-THEFT,APARTMENT,01/21/2023 11:45,LARCENY-THEFT,APARTMENT
01/20/2024 22:30,RAPE,VEHICLE,01/21/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/20/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT,01/21/2023 12:00,AGGRAVATED ASSAULT,RESTAURANT
01/20/2024 23:00,LARCENY-THEFT,PARKING LOT,01/21/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/20/2024 23:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/21/2023 12:00,BURGLARY,SINGLE FAMILY HOUSE
01/20/2024 23:00,RAPE,HOTEL / MOTEL,01/21/2023 12:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2024 23:13,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/21/2023 12:00,LARCENY-THEFT,GROCERY / SUPER MARKET
